row_id,text,original_label,story_id,message_type,hierarchy_l1,hierarchy_l2,hierarchy_l3,hierarchy_l4,hierarchy_l5,hierarchy,hF1_path,hF1_ancestors,story_size,review_status,review_reason
701,"⚡️ Как сообщили в ЦОС ФСБ, вся распространяемая информация в соцсетях от имени Пригожина о якобы нанесенных Минобороны ракетно-бомбовых ударах по тыловым частям ЧВК ""Вагнер"" не соответствует действительности и является информационной провокацией.

ВС России продолжают выполнять боевые задачи на линии соприкосновения с вооруженными силами Украины в районе проведения СВО.

Заявления и действия Пригожина фактически являются призывами к началу вооруженного гражданского конфликта на территории России и являются ""ударом в спину"" российским военнослужащим, воюющим с профашистскими украинскими силами.

В связи с серьезностью ситуации и угрозой эскалации противостояния в Российской Федерации ФСБ возбуждено уголовное дело по факту призыва к вооруженному мятежу со стороны Пригожина.",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
702,"❗️ Минобороны России: 

Все распространяемые в социальных сетях от имени Евгения Пригожина сообщения и видеокадры о якобы «нанесении МО РФ удара по «тыловым лагерям «ЧВК «Вагнер» не соответствуют действительности и являются информационной провокацией. 

Вооруженные силы Российской Федерации продолжают выполнение боевых задач на линии соприкосновения с вооруженными силами Украины в районе проведения специальной военной операции.",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
703,"⚡️Путин в курсе ситуации, разворачивающейся вокруг Пригожина, предпринимаются все необходимые меры, сообщил Песков",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
704,"Как заявили в Национальном антитеррористическом комитете, утверждения, распространяемые от имени Евгения Пригожина, не имеют под собой никаких оснований:

""В связи с этими заявлениями ФСБ России возбуждено уголовное дело по факту призыва к вооруженному мятежу. Требуем немедленно прекратить противоправные действия"".",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
705,"Полное заявление Генпрокуратуры о деле Пригожина:

""Следственным управлением ФСБ России 23 июня 2023 года законно и обоснованно возбуждено уголовное дело в отношении Пригожина Е.В. по статье 279 Уголовного кодекса РФ по факту организации вооруженного мятежа. Его действиям будет дана надлежащая правовая оценка. За это преступление предусмотрено наказание в виде лишения свободы на срок от 12 до 20 лет"".",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
706,"⚡️В ЦОС ФСБ призвали не совершать непоправимые ошибки, прекратить любые силовые действия против российского народа, не выполнять преступные и предательские приказы Пригожина, принять меры к его задержанию",rebellion,wagner_rebellion,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
707,"Генерал Суровикин обратился к группе ""Вагнер"": мы прошли тяжелый путь, призываю остановиться, подчиниться воле президента, решить все проблемы мирным путем",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
708,"Генерал-лейтенант армии Алексеев тоже обратился к группе ""Вагнер"": какие бы ни были у вас намерения, это удар в спину стране и президенту - большего удара по имиджу России, вооруженным силам придумать нельзя, такая провокация могла быть сделана только врагами страны",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
709,"❗️Генпрокурор Краснов доложил Путину о возбужденном уголовном деле в связи с попыткой организации вооруженного мятежа, заявил Песков.

По его словам, генпрокурор проинформировал президента о законности этих юридических действий.",rebellion,wagner_rebellion,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
710,"Минобороны, ФСБ, МВД, Росгвардия в круглосуточном режиме докладывают Путину о принимаемых мерах после данных главой государства поручений в связи с попыткой вооруженного мятежа",rebellion,wagner_rebellion,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
711,"Правительство Воронежской области заявило, что по дороге М-4 Дон движется колонна военной техники, ситуация находится под контролем, а ""силовые структуры региона проводят все необходимые мероприятия для обеспечения безопасности жителей области""",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
712,Губернатор Ростовской области призвал воздержаться от поездок в центр Ростова-на-Дону и по возможности не покидать свои дома,rebellion,wagner_rebellion,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
713,"Силовики оцепили здание ""ЧВК Вагнер Центра"" на Зольной улице в Петербурге, передает корреспондент РИА Новости",vagner_spb,wagner_center_spb_security,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_center_spb_security,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_center_spb_security,2,review,small_story_size<=3
714,"❗️Полный текст обращения Минобороны к бойцам ЧВК ""Вагнер"":

""Вас обманом втянули в преступную авантюру Пригожина и участие в вооруженном мятеже.

Многие ваши товарищи из нескольких отрядов уже осознали свою ошибку, обратившись за помощью в обеспечении возможности безопасно вернуться в пункты постоянной дислокации.

Такая помощь с нашей стороны всем обратившимся бойцам и командирам уже оказана.

Просим проявить благоразумие и скорее выйти на связь с представителями Минобороны России или правоохранительных органов. Мы гарантируем всем безопасность"".",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
715,"❗️Минобороны России попросило бойцов ""Вагнера"" проявить благоразумие и скорее выйти на связь с представителями Минобороны России или правоохранительных органов",rebellion,wagner_rebellion,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
716,"❗️Минобороны России обратилось к бойцам штурмовых отрядов ""ЧВК ""Вагнер"", отметив, что их обманом втянули в преступную авантюру Пригожина и участие в вооруженном мятеже",rebellion,wagner_rebellion,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
717,"⚡️В целях пресечения возможных терактов на территории Москвы и Московской области введен режим контртеррористической операции, сообщил НАК",rebellion,wagner_rebellion,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
718,"Обстановка в Ростове-на-Дону напряженная, но в целом спокойная, передает корреспондент РИА Новости.

На улицах силы группы ""Вагнер"", в отдельных местах встречается военная техника, в том числе танки и автомобили военной полиции.",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
719,"Главное из обращения Путина:

▪️Россия сегодня ведет тяжелейшую борьбу за своё будущее, отражает агрессию неонацистов и их хозяев.

▪️Эта битва, когда решается судьба народа, требует единения всех сил, единства, консолидации и ответственности.

▪️Действия, которые раскалывают единство, – это, по сути, отступничество от своего народа, от боевых товарищей, которые сражаются на фронте. Именно такой удар был нанесен по России в 1917 году, тогда все закончилось трагедией Гражданской войны.

▪️В нынешней ситуации Россия столкнулась с предательством, непомерные амбиции и личные интересы привели к измене. Все, кто сознательно встал на путь предательства, понесут неминуемое наказание, ответят и перед законом, и перед народом.

▪️Вооружённые Силы и другие государственные органы получили необходимые приказы, будут предприняты решительные действия по стабилизации ситуации в Ростове-на-Дону. Организаторы мятежа предали Россию и ответят за это.",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
720,"❗️Обстановка в Петербурге спокойная и контролируемая, в городе продолжают действовать усиленные меры безопасности, сообщают власти.

Законные действия правоохранительных органов в Петербурге, в том числе в здании Вагнер-центра, не оказывают влияния на жизнь города, отметили власти.",vagner_spb,wagner_center_spb_security,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_center_spb_security,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_center_spb_security,2,review,small_story_size<=3
721,"Еще видео из Ростова-на-Дону. Танки ""Вагнера"" на улицах города.",rebellion,wagner_rebellion,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
722,"❗️Любая смута - смертельная угроза, наши действия будут жесткими, заявил Путин",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
723,"⚡️Любые распри нужно отбросить в период спецоперации, сейчас решается судьба нашего народа, заявил Путин",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
724,"На текущий момент понятно, что попытка раскачать российское общество, разжечь огонь братоубийственной гражданской войны провалилась, заявил Нарышкин",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
725,"⚡️Путин поговорил по телефону с Эрдоганом, проинформировал об обстановке в стране в связи с попыткой вооруженного мятежа.

Президент Турции выразил полную поддержку шагам российского руководства, отметили в Кремле.",rebellion,wagner_rebellion,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
726,"❗️Совбез Белоруссии заявил, что Минск был и остается союзником России, полностью разделяющим цели спецоперации.

Любой внутренний конфликт в военных и политических кругах и гражданском обществе – подарок коллективному Западу, заявили в белорусском СБ.",rebellion,wagner_rebellion,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
727,Президент Абхазии в связи с попыткой вооруженного мятежа в России заявил о всеобъемлющей поддержке действий Путина,rebellion,wagner_rebellion,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
728,"❗️Техника ЧВК ""Вагнер"" передвигается по территории Липецкой области, принимаются все необходимые меры для обеспечения безопасности населения, сообщил губернатор",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
729,"⚡️МИД России на фоне попытки вооруженного мятежа предостерег страны Запада от любых намеков на возможное использование внутрироссийской ситуации для достижения своих русофобских целей.

Российское общество решительно поддерживает президента, а мятеж заговорщиков играет на руку внешним врагам РФ, отметили в министерстве.

В ближайшее время ситуация найдет свое решение, достойное вековой мудрости российского народа и Государства российского, убеждены в МИД, все цели и задачи спецоперации будут выполнены.",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
730,"❗️Медведев: развитие событий показывает, что действия лиц, организовавших военный мятеж, полностью укладываются в схему срежиссированного госпереворота",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
731,"❗️Мы не позволим событиям пойти по сценарию, чтобы ядерное оружие оказалось у бандитов, как бы этого ни хотелось свихнувшимся преступникам, заявил Медведев.

Спекуляции на тему былых обид Пригожина, невыполнения неких обязательств Минобороны, ""ударов"" по тылу, коррупции чиновников - это брехня, отметил он.",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
732,"⚡️Собянин назвал ситуацию сложной, заявил, что принял решение объявить в Москве понедельник нерабочим днем - за исключением органов власти и предприятий непрерывного цикла, оборонки, городских служб",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
733,"⚡️Пригожин принял предложение Лукашенко об остановке движения ""Вагнера"" на территории России и дальнейших шагах по деэскалации напряжения, сообщила пресс-служба белорусского президента",rebellion,wagner_rebellion,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
734,"⚡️Пресс-служба Лукашенко заявила, что на данный момент есть проект приемлемого варианта развязки ситуации с ЧВК ""Вагнер"", с гарантиями безопасности для ее бойцов",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
735,⚡️Пригожин: мы разворачиваем свои колонны и уходим в обратном направлении,rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
736,"ЧВК ""Вагнер"" планирует вернуться в полевой лагерь в ЛНР, рассказал РИА Новости один из ""вагнеровцев"", присутствующих в Ростове",rebellion,wagner_rebellion,opinion,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
737,"❗️Уголовное дело в отношении Пригожина будет прекращено, он уйдёт в Белоруссию, сообщил Песков. Он не уточнил, чем Пригожин там займется.",rebellion,wagner_rebellion,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
738,"Колонна техники группы ""Вагнер"" ушла из Ростова-на-Дону",rebellion,wagner_rebellion,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/wagner_rebellion,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/wagner_rebellion,36,review,large_or_broad_story_candidate
739,"Удар украинских войск по Каховской ГЭС предположительно наносился из РСЗО ""Ольха"", сообщила администрация Новой Каховки",kahovka_flood,kakhovka_dam_flood,official_comment,war_conflicts,russia_ukraine,infrastructure,kakhovka_dam,,war_conflicts/russia_ukraine/infrastructure/kakhovka_dam,root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam/kakhovka_dam_flood,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/infrastructure|root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam|root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam/kakhovka_dam_flood,22,review,check_boundary_with_adjacent_story
740,"В МАГАТЭ заявляют, что в курсе сообщений о повреждениях Каховской ГЭС, эксперты на Запорожской АЭС следят за ситуацией, сейчас на станции угрозы безопасности нет",zaes_kahovka,zaporizhzhia_npp_kakhovka_risk,official_comment,war_conflicts,russia_ukraine,nuclear_safety,zaporizhzhia_npp,,war_conflicts/russia_ukraine/nuclear_safety/zaporizhzhia_npp,root/war_conflicts/russia_ukraine/nuclear_safety/zaporizhzhia_npp/zaporizhzhia_npp_kakhovka_risk,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/nuclear_safety|root/war_conflicts/russia_ukraine/nuclear_safety/zaporizhzhia_npp|root/war_conflicts/russia_ukraine/nuclear_safety/zaporizhzhia_npp/zaporizhzhia_npp_kakhovka_risk,3,review,small_story_size<=3;check_boundary_with_adjacent_story
741,"После ситуации на Каховской ГЭС на данный момент угроз безопасности Запорожской АЭС нет, сообщил директор станции",zaes_kahovka,zaporizhzhia_npp_kakhovka_risk,official_comment,war_conflicts,russia_ukraine,nuclear_safety,zaporizhzhia_npp,,war_conflicts/russia_ukraine/nuclear_safety/zaporizhzhia_npp,root/war_conflicts/russia_ukraine/nuclear_safety/zaporizhzhia_npp/zaporizhzhia_npp_kakhovka_risk,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/nuclear_safety|root/war_conflicts/russia_ukraine/nuclear_safety/zaporizhzhia_npp|root/war_conflicts/russia_ukraine/nuclear_safety/zaporizhzhia_npp/zaporizhzhia_npp_kakhovka_risk,3,review,small_story_size<=3;check_boundary_with_adjacent_story
742,"Ремонт Каховской ГЭС сейчас невозможен, ее предстоит отстраивать заново после победы России, сообщил глава администрации Новой Каховки Леонтьев",kahovka_flood,kakhovka_dam_flood,official_comment,war_conflicts,russia_ukraine,infrastructure,kakhovka_dam,,war_conflicts/russia_ukraine/infrastructure/kakhovka_dam,root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam/kakhovka_dam_flood,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/infrastructure|root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam|root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam/kakhovka_dam_flood,22,review,check_boundary_with_adjacent_story
743,"В Новой Каховке продолжается подъем уровня воды, расширяется зона подтопления, передает корреспондент РИА Новости. 

Вода достигла здания администрации Новокаховского городского округа и продолжает прибывать.",kahovka_flood,kakhovka_dam_flood,fact,war_conflicts,russia_ukraine,infrastructure,kakhovka_dam,,war_conflicts/russia_ukraine/infrastructure/kakhovka_dam,root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam/kakhovka_dam_flood,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/infrastructure|root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam|root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam/kakhovka_dam_flood,22,review,check_boundary_with_adjacent_story
744,"❗️Украинские войска наносят артиллерийские удары по району Каховской ГЭС, передает корреспондент РИА Новости",kahovka_flood,kakhovka_dam_flood,official_comment,war_conflicts,russia_ukraine,infrastructure,kakhovka_dam,,war_conflicts/russia_ukraine/infrastructure/kakhovka_dam,root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam/kakhovka_dam_flood,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/infrastructure|root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam|root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam/kakhovka_dam_flood,22,review,check_boundary_with_adjacent_story
745,"Никаких тенденций подъема воды на ЗАЭС пока нет, угроза безопасности станции из-за подрыва Каховской ГЭС отсутствует, заявил советник главы ""Росэнергоатома"" Карчаа",zaes_kahovka,zaporizhzhia_npp_kakhovka_risk,official_comment,war_conflicts,russia_ukraine,nuclear_safety,zaporizhzhia_npp,,war_conflicts/russia_ukraine/nuclear_safety/zaporizhzhia_npp,root/war_conflicts/russia_ukraine/nuclear_safety/zaporizhzhia_npp/zaporizhzhia_npp_kakhovka_risk,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/nuclear_safety|root/war_conflicts/russia_ukraine/nuclear_safety/zaporizhzhia_npp|root/war_conflicts/russia_ukraine/nuclear_safety/zaporizhzhia_npp/zaporizhzhia_npp_kakhovka_risk,3,review,small_story_size<=3;check_boundary_with_adjacent_story
746,"❗️Угрозы подтопления в Крыму из-за разрушения Каховской ГЭС нет, однако есть риск, что Северо-Крымский канал будет мелеть, заявил Аксенов",kahovka_flood,kakhovka_dam_flood,official_comment,war_conflicts,russia_ukraine,infrastructure,kakhovka_dam,,war_conflicts/russia_ukraine/infrastructure/kakhovka_dam,root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam/kakhovka_dam_flood,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/infrastructure|root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam|root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam/kakhovka_dam_flood,22,review,check_boundary_with_adjacent_story
747,"Глава Евросовета Шарль Мишель заявил, что шокирован атакой на Каховскую ГЭС, возложил ответственность за нее на Россию и назвал произошедшее ""военным преступлением""",kahovka_flood,kakhovka_dam_flood,official_comment,war_conflicts,russia_ukraine,infrastructure,kakhovka_dam,,war_conflicts/russia_ukraine/infrastructure/kakhovka_dam,root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam/kakhovka_dam_flood,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/infrastructure|root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam|root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam/kakhovka_dam_flood,22,review,check_boundary_with_adjacent_story
748,"Украинский премьер заявил, что до 80 населенных пунктов находятся под угрозой затопления после ЧП на Каховской ГЭС",kahovka_flood,kakhovka_dam_flood,official_comment,war_conflicts,russia_ukraine,infrastructure,kakhovka_dam,,war_conflicts/russia_ukraine/infrastructure/kakhovka_dam,root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam/kakhovka_dam_flood,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/infrastructure|root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam|root/war_conflicts/russia_ukraine/infrastructure/kakhovka_dam/kakhovka_dam_flood,22,review,check_boundary_with_adjacent_story
